time	phase	flux	fluxerr			phase	flux		
2460522.180	0.168	1.000083	0.000387			1.168	1.000083		
2460522.190	0.169	1.000373	0.000229			1.169	1.000373		
2460522.200	0.170	1.000068	0.000395			1.17	1.000068		
2460522.210	0.171	1.000309	0.000487			1.171	1.000309		
2460522.220	0.172	1.000068	0.000409			1.172	1.000068		
2460522.230	0.173	1.000169	0.000361			1.173	1.000169		
2460522.240	0.174	1.000270	0.000139			1.174	1.000270		
2460522.250	0.175	1.000202	0.000078			1.175	1.000202		
2460522.260	0.176	1.000287	0.000022			1.176	1.000287		
2460522.270	0.177	0.999941	0.000092			1.177	0.999941		
2460522.280	0.178	1.000255	0.000025			1.178	1.000255		
2460522.290	0.179	1.000312	0.000495			1.179	1.000312		
2460522.300	0.180	1.000394	0.000128			1.18	1.000394		
2460522.310	0.181	1.000309	0.000053			1.181	1.000309		
2460522.320	0.182	1.000237	0.000272			1.182	1.000237		
2460522.330	0.183	1.000096	0.000118			1.183	1.000096		
2460522.340	0.184	1.000118	0.000301			1.184	1.000118		
2460522.350	0.185	1.000295	0.000344			1.185	1.000295		
2460522.360	0.186	1.000135	0.000386			1.186	1.000135		
2460522.370	0.187	1.000144	0.000295			1.187	1.000144		
2460522.380	0.188	1.000097	0.000386			1.188	1.000097		
2460522.390	0.189	1.000396	0.000220			1.189	1.000396		
2460522.400	0.190	1.000246	0.000374			1.19	1.000246		
2460522.410	0.191	0.999815	0.000018			1.191	0.999815		
2460522.420	0.192	1.000342	0.000306			1.192	1.000342		
2460522.430	0.193	1.000268	0.000314			1.193	1.000268		
2460522.440	0.194	1.000471	0.000452			1.194	1.000471		
2460522.450	0.195	1.000162	0.000180			1.195	1.000162		
2460522.460	0.196	1.000039	0.000495			1.196	1.000039		
2460522.470	0.197	1.000085	0.000073			1.197	1.000085		
2460522.480	0.198	0.999971	0.000198			1.198	0.999971		
2460522.490	0.199	1.000174	0.000422			1.199	1.000174		
2460522.500	0.200	1.000193	0.000358			1.2	1.000193		
2460522.510	0.201	1.000038	0.000200			1.201	1.000038		
2460522.520	0.202	1.000258	0.000258			1.202	1.000258		
2460522.530	0.203	0.999837	0.000017			1.203	0.999837		
2460522.540	0.204	1.000180	0.000068			1.204	1.000180		
2460522.550	0.205	1.000324	0.000237			1.205	1.000324		
2460522.560	0.206	1.000162	0.000152			1.206	1.000162		
2460522.570	0.207	1.000453	0.000102			1.207	1.000453		
2460522.580	0.208	1.000298	0.000465			1.208	1.000298		
2460522.590	0.209	1.000288	0.000224			1.209	1.000288		
2460522.600	0.210	1.000082	0.000218			1.21	1.000082		
2460522.610	0.211	1.000353	0.000298			1.211	1.000353		
2460522.620	0.212	1.000445	0.000462			1.212	1.000445		
2460522.630	0.213	1.000366	0.000498			1.213	1.000366		
2460522.640	0.214	1.000174	0.000457			1.214	1.000174		
2460522.650	0.215	1.000257	0.000196			1.215	1.000257		
2460522.660	0.216	1.000120	0.000168			1.216	1.000120		
2460522.670	0.217	0.999986	0.000313			1.217	0.999986		
2460522.680	0.218	1.000433	0.000057			1.218	1.000433		
2460522.690	0.219	1.000418	0.000301			1.219	1.000418		
2460522.700	0.220	1.000027	0.000043			1.22	1.000027		
2460522.710	0.221	1.000344	0.000283			1.221	1.000344		
2460522.720	0.222	1.000107	0.000261			1.222	1.000107		
2460522.730	0.223	0.999913	0.000015			1.223	0.999913		
2460522.740	0.224	1.000156	0.000357			1.224	1.000156		
2460522.750	0.225	1.000205	0.000400			1.225	1.000205		
2460522.760	0.226	1.000148	0.000491			1.226	1.000148		
2460522.770	0.227	1.000333	0.000014			1.227	1.000333		
2460522.780	0.228	1.000051	0.000246			1.228	1.000051		
2460522.790	0.229	1.000173	0.000105			1.229	1.000173		
2460522.800	0.230	1.000167	0.000041			1.23	1.000167		
2460522.810	0.231	1.000041	0.000062			1.231	1.000041		
2460522.820	0.232	1.000468	0.000334			1.232	1.000468		
2460522.830	0.233	1.000311	0.000469			1.233	1.000311		
2460522.840	0.234	0.999961	0.000089			1.234	0.999961		
2460522.850	0.235	0.999941	0.000486			1.235	0.999941		
2460522.860	0.236	1.000181	0.000089			1.236	1.000181		
2460522.870	0.237	1.000325	0.000295			1.237	1.000325		
2460522.880	0.238	1.000402	0.000461			1.238	1.000402		
2460522.890	0.239	1.000015	0.000434			1.239	1.000015		
2460522.900	0.240	1.000176	0.000031			1.24	1.000176		
2460522.910	0.241	0.999911	0.000268			1.241	0.999911		
2460522.920	0.242	1.000003	0.000038			1.242	1.000003		
2460522.930	0.243	1.000470	0.000355			1.243	1.000470		
2460522.940	0.244	1.000076	0.000257			1.244	1.000076		
2460522.950	0.245	1.000298	0.000430			1.245	1.000298		
2460522.960	0.246	1.000035	0.000395			1.246	1.000035		
2460522.970	0.247	1.000245	0.000107			1.247	1.000245		
2460522.980	0.248	1.000168	0.000283			1.248	1.000168		
2460522.990	0.249	1.000271	0.000146			1.249	1.000271		
2460523.000	0.250	1.000009	0.000032			1.25	1.000009		
2460523.010	0.251	1.000191	0.000029			1.251	1.000191		
2460523.020	0.252	1.000356	0.000468			1.252	1.000356		
2460523.030	0.253	0.999949	0.000261			1.253	0.999949		
2460523.040	0.254	1.000010	0.000422			1.254	1.000010		
2460523.050	0.255	1.000306	0.000092			1.255	1.000306		
2460523.060	0.256	1.000159	0.000018			1.256	1.000159		
2460523.070	0.257	1.000459	0.000498			1.257	1.000459		
2460523.080	0.258	1.000361	0.000431			1.258	1.000361		
2460523.090	0.259	1.000007	0.000412			1.259	1.000007		
2460523.100	0.260	1.000053	0.000460			1.26	1.000053		
2460523.110	0.261	1.000404	0.000373			1.261	1.000404		
2460523.120	0.262	1.000027	0.000173			1.262	1.000027		
2460523.130	0.263	1.000224	0.000095			1.263	1.000224		
2460523.140	0.264	1.000321	0.000294			1.264	1.000321		
2460523.150	0.265	0.999954	0.000166			1.265	0.999954		
2460523.160	0.266	1.000358	0.000103			1.266	1.000358		
2460523.170	0.267	1.000309	0.000461			1.267	1.000309		
2460523.180	0.268	1.000164	0.000126			1.268	1.000164		
2460523.190	0.269	1.000135	0.000221			1.269	1.000135		
2460523.200	0.270	1.000217	0.000092			1.27	1.000217		
2460523.210	0.271	1.000078	0.000170			1.271	1.000078		
2460523.220	0.272	0.999962	0.000162			1.272	0.999962		
2460523.230	0.273	1.000302	0.000125			1.273	1.000302		
2460523.240	0.274	1.000189	0.000061			1.274	1.000189		
2460523.250	0.275	1.000493	0.000058			1.275	1.000493		
2460523.260	0.276	1.000464	0.000468			1.276	1.000464		
2460523.270	0.277	1.000045	0.000157			1.277	1.000045		
2460523.280	0.278	0.999819	0.000033			1.278	0.999819		
2460523.290	0.279	1.000210	0.000046			1.279	1.000210		
2460523.300	0.280	1.000086	0.000161			1.28	1.000086		
2460523.310	0.281	1.000024	0.000463			1.281	1.000024		
2460523.320	0.282	1.000316	0.000344			1.282	1.000316		
2460523.330	0.283	1.000043	0.000413			1.283	1.000043		
2460523.340	0.284	0.999873	0.000456			1.284	0.999873		
2460523.350	0.285	0.999902	0.000489			1.285	0.999902		
2460523.360	0.286	1.000218	0.000414			1.286	1.000218		
2460523.370	0.287	1.000489	0.000034			1.287	1.000489		
2460523.380	0.288	1.000270	0.000378			1.288	1.000270		
2460523.390	0.289	1.000232	0.000246			1.289	1.000232		
2460523.400	0.290	1.000175	0.000147			1.29	1.000175		
2460523.410	0.291	1.000238	0.000228			1.291	1.000238		
2460523.420	0.292	1.000376	0.000322			1.292	1.000376		
2460523.430	0.293	1.000260	0.000180			1.293	1.000260		
2460523.440	0.294	1.000100	0.000208			1.294	1.000100		
2460523.450	0.295	1.000319	0.000360			1.295	1.000319		
2460523.460	0.296	0.999989	0.000037			1.296	0.999989		
2460523.470	0.297	1.000188	0.000214			1.297	1.000188		
2460523.480	0.298	1.000186	0.000334			1.298	1.000186		
2460523.490	0.299	1.000399	0.000410			1.299	1.000399		
2460523.500	0.300	1.000242	0.000410			1.3	1.000242		
2460523.510	0.301	1.000315	0.000187			1.301	1.000315		
2460523.520	0.302	1.000097	0.000228			1.302	1.000097		
2460523.530	0.303	1.000297	0.000476			1.303	1.000297		
2460523.540	0.304	1.000297	0.000260			1.304	1.000297		
2460523.550	0.305	1.000315	0.000198			1.305	1.000315		
2460523.560	0.306	1.000454	0.000098			1.306	1.000454		
2460523.570	0.307	1.000169	0.000496			1.307	1.000169		
2460523.580	0.308	1.000174	0.000349			1.308	1.000174		
2460523.590	0.309	1.000001	0.000454			1.309	1.000001		
2460523.600	0.310	1.000142	0.000489			1.31	1.000142		
2460523.610	0.311	1.000448	0.000015			1.311	1.000448		
2460523.620	0.312	1.000288	0.000203			1.312	1.000288		
2460523.630	0.313	1.000424	0.000024			1.313	1.000424		
2460523.640	0.314	1.000021	0.000193			1.314	1.000021		
2460523.650	0.315	1.000272	0.000003			1.315	1.000272		
2460523.660	0.316	0.999986	0.000437			1.316	0.999986		
2460523.670	0.317	0.999953	0.000432			1.317	0.999953		
2460523.680	0.318	1.000242	0.000115			1.318	1.000242		
2460523.690	0.319	1.000058	0.000428			1.319	1.000058		
2460523.700	0.320	1.000255	0.000232			1.32	1.000255		
2460523.710	0.321	1.000277	0.000217			1.321	1.000277		
2460523.720	0.322	0.999813	0.000418			1.322	0.999813		
2460523.730	0.323	1.000292	0.000044			1.323	1.000292		
2460523.740	0.324	1.000391	0.000163			1.324	1.000391		
2460523.750	0.325	1.000089	0.000122			1.325	1.000089		
2460523.760	0.326	1.000012	0.000337			1.326	1.000012		
2460523.770	0.327	1.000305	0.000257			1.327	1.000305		
2460523.780	0.328	1.000117	0.000265			1.328	1.000117		
2460523.790	0.329	0.999916	0.000034			1.329	0.999916		
2460523.800	0.330	1.000425	0.000045			1.33	1.000425		
2460523.810	0.331	1.000116	0.000397			1.331	1.000116		
2460523.820	0.332	1.000323	0.000132			1.332	1.000323		
2460523.830	0.333	1.000253	0.000321			1.333	1.000253		
2460523.840	0.334	1.000062	0.000189			1.334	1.000062		
2460523.850	0.335	0.999950	0.000249			1.335	0.999950		
2460523.860	0.336	1.000007	0.000028			1.336	1.000007		
2460523.870	0.337	1.000475	0.000353			1.337	1.000475		
2460523.880	0.338	1.000237	0.000216			1.338	1.000237		
2460523.890	0.339	1.000263	0.000302			1.339	1.000263		
2460523.900	0.340	1.000000	0.000456			1.34	1.000000		
2460523.910	0.341	1.000251	0.000032			1.341	1.000251		
2460523.920	0.342	1.000135	0.000348			1.342	1.000135		
2460523.930	0.343	1.000115	0.000041			1.343	1.000115		
2460523.940	0.344	1.000497	0.000286			1.344	1.000497		
2460523.950	0.345	1.000149	0.000336			1.345	1.000149		
2460523.960	0.346	1.000011	0.000362			1.346	1.000011		
2460523.970	0.347	1.000195	0.000171			1.347	1.000195		
2460523.980	0.348	1.000254	0.000029			1.348	1.000254		
2460523.990	0.349	1.000080	0.000207			1.349	1.000080		
2460524.000	0.350	1.000060	0.000481			1.35	1.000060		
2460524.010	0.351	1.000279	0.000020			1.351	1.000279		
2460524.020	0.352	1.000372	0.000228			1.352	1.000372		
2460524.030	0.353	1.000068	0.000198			1.353	1.000068		
2460524.040	0.354	0.999928	0.000013			1.354	0.999928		
2460524.050	0.355	1.000136	0.000111			1.355	1.000136		
2460524.060	0.356	1.000399	0.000135			1.356	1.000399		
2460524.070	0.357	1.000336	0.000061			1.357	1.000336		
2460524.080	0.358	1.000053	0.000422			1.358	1.000053		
2460524.090	0.359	1.000089	0.000174			1.359	1.000089		
2460524.100	0.360	0.999971	0.000350			1.36	0.999971		
2460524.110	0.361	1.000303	0.000197			1.361	1.000303		
2460524.120	0.362	1.000146	0.000267			1.362	1.000146		
2460524.130	0.363	1.000400	0.000346			1.363	1.000400		
2460524.140	0.364	1.000109	0.000254			1.364	1.000109		
2460524.150	0.365	1.000318	0.000289			1.365	1.000318		
2460524.160	0.366	0.999926	0.000145			1.366	0.999926		
2460524.170	0.367	1.000334	0.000357			1.367	1.000334		
2460524.180	0.368	1.000196	0.000215			1.368	1.000196		
2460524.190	0.369	1.000036	0.000083			1.369	1.000036		
2460524.200	0.370	1.000455	0.000401			1.37	1.000455		
2460524.210	0.371	1.000194	0.000446			1.371	1.000194		
2460524.220	0.372	1.000104	0.000083			1.372	1.000104		
2460524.230	0.373	0.999903	0.000252			1.373	0.999903		
2460524.240	0.374	1.000228	0.000202			1.374	1.000228		
2460524.250	0.375	1.000137	0.000093			1.375	1.000137		
2460524.260	0.376	1.000249	0.000379			1.376	1.000249		
2460524.270	0.377	1.000352	0.000230			1.377	1.000352		
2460524.280	0.378	0.999807	0.000085			1.378	0.999807		
2460524.290	0.379	0.999915	0.000042			1.379	0.999915		
2460524.300	0.380	1.000328	0.000317			1.38	1.000328		
2460524.310	0.381	1.000390	0.000293			1.381	1.000390		
2460524.320	0.382	1.000338	0.000022			1.382	1.000338		
2460524.330	0.383	1.000106	0.000163			1.383	1.000106		
2460524.340	0.384	1.000227	0.000225			1.384	1.000227		
2460524.350	0.385	1.000107	0.000473			1.385	1.000107		
2460524.360	0.386	1.000264	0.000132			1.386	1.000264		
2460524.370	0.387	1.000466	0.000165			1.387	1.000466		
2460524.380	0.388	1.000105	0.000330			1.388	1.000105		
2460524.390	0.389	0.999979	0.000018			1.389	0.999979		
2460524.400	0.390	1.000308	0.000449			1.39	1.000308		
2460524.410	0.391	1.000152	0.000468			1.391	1.000152		
2460524.420	0.392	1.000067	0.000111			1.392	1.000067		
2460524.430	0.393	1.000429	0.000187			1.393	1.000429		
2460524.440	0.394	1.000043	0.000073			1.394	1.000043		
2460524.450	0.395	1.000305	0.000442			1.395	1.000305		
2460524.460	0.396	1.000255	0.000013			1.396	1.000255		
2460524.470	0.397	1.000233	0.000279			1.397	1.000233		
2460524.480	0.398	1.000325	0.000124			1.398	1.000325		
2460524.490	0.399	1.000290	0.000059			1.399	1.000290		
2460524.500	0.400	1.000406	0.000418			1.4	1.000406		
2460524.510	0.401	1.000237	0.000483			1.401	1.000237		
2460524.520	0.402	1.000385	0.000151			1.402	1.000385		
2460524.530	0.403	0.999876	0.000134			1.403	0.999876		
2460524.540	0.404	0.999943	0.000063			1.404	0.999943		
2460524.550	0.405	1.000244	0.000106			1.405	1.000244		
2460524.560	0.406	1.000308	0.000318			1.406	1.000308		
2460524.570	0.407	1.000183	0.000472			1.407	1.000183		
2460524.580	0.408	1.000016	0.000176			1.408	1.000016		
2460524.590	0.409	0.999964	0.000345			1.409	0.999964		
2460524.600	0.410	1.000164	0.000278			1.41	1.000164		
2460524.610	0.411	1.000286	0.000246			1.411	1.000286		
2460524.620	0.412	1.000104	0.000471			1.412	1.000104		
2460524.630	0.413	1.000105	0.000113			1.413	1.000105		
2460524.640	0.414	1.000368	0.000090			1.414	1.000368		
2460524.650	0.415	1.000349	0.000188			1.415	1.000349		
2460524.660	0.416	0.999934	0.000449			1.416	0.999934		
2460524.670	0.417	1.000127	0.000039			1.417	1.000127		
2460524.680	0.418	1.000467	0.000430			1.418	1.000467		
2460524.690	0.419	1.000099	0.000133			1.419	1.000099		
2460524.700	0.420	1.000275	0.000002			1.42	1.000275		
2460524.710	0.421	1.000040	0.000445			1.421	1.000040		
2460524.720	0.422	1.000027	0.000322			1.422	1.000027		
2460524.730	0.423	0.999979	0.000372			1.423	0.999979		
2460524.740	0.424	1.000174	0.000105			1.424	1.000174		
2460524.750	0.425	1.000474	0.000377			1.425	1.000474		
2460524.760	0.426	1.000363	0.000247			1.426	1.000363		
2460524.770	0.427	1.000111	0.000083			1.427	1.000111		
2460524.780	0.428	0.999819	0.000051			1.428	0.999819		
2460524.790	0.429	1.000253	0.000362			1.429	1.000253		
2460524.800	0.430	0.999930	0.000362			1.43	0.999930		
2460524.810	0.431	1.000383	0.000147			1.431	1.000383		
2460524.820	0.432	1.000124	0.000332			1.432	1.000124		
2460524.830	0.433	1.000338	0.000348			1.433	1.000338		
2460524.840	0.434	1.000165	0.000171			1.434	1.000165		
2460524.850	0.435	0.999908	0.000135			1.435	0.999908		
2460524.860	0.436	1.000337	0.000466			1.436	1.000337		
2460524.870	0.437	1.000168	0.000262			1.437	1.000168		
2460524.880	0.438	1.000176	0.000271			1.438	1.000176		
2460524.890	0.439	1.000144	0.000431			1.439	1.000144		
2460524.900	0.440	0.999929	0.000185			1.44	0.999929		
2460524.910	0.441	0.999809	0.000388			1.441	0.999809		
2460524.920	0.442	1.000229	0.000452			1.442	1.000229		
2460524.930	0.443	1.000043	0.000178			1.443	1.000043		
2460524.940	0.444	1.000463	0.000417			1.444	1.000463		
2460524.950	0.445	0.999965	0.000158			1.445	0.999965		
2460524.960	0.446	0.999922	0.000469			1.446	0.999922		
2460524.970	0.447	0.999978	0.000258			1.447	0.999978		
2460524.980	0.448	1.000305	0.000083			1.448	1.000305		
2460524.990	0.449	1.000173	0.000114			1.449	1.000173		
2460525.000	0.450	1.000095	0.000250			1.45	1.000095		
2460525.010	0.451	1.000014	0.000274			1.451	1.000014		
2460525.020	0.452	0.999975	0.000288			1.452	0.999975		
2460525.030	0.453	1.000181	0.000317			1.453	1.000181		
2460525.040	0.454	1.000340	0.000390			1.454	1.000340		
2460525.050	0.455	1.000287	0.000463			1.455	1.000287		
2460525.060	0.456	1.000166	0.000358			1.456	1.000166		
2460525.070	0.457	1.000089	0.000297			1.457	1.000089		
2460525.080	0.458	1.000075	0.000439			1.458	1.000075		
2460525.090	0.459	1.000074	0.000225			1.459	1.000074		
2460525.100	0.460	0.999877	0.000206			1.46	0.999877		
2460525.110	0.461	1.000398	0.000246			1.461	1.000398		
2460525.120	0.462	1.000069	0.000290			1.462	1.000069		
2460525.130	0.463	1.000324	0.000202			1.463	1.000324		
2460525.140	0.464	1.000064	0.000354			1.464	1.000064		
2460525.150	0.465	0.999807	0.000140			1.465	0.999807		
2460525.160	0.466	1.000125	0.000218			1.466	1.000125		
2460525.170	0.467	0.999985	0.000349			1.467	0.999985		
2460525.180	0.468	1.000210	0.000388			1.468	1.000210		
2460525.190	0.469	1.000263	0.000120			1.469	1.000263		
2460525.200	0.470	1.000036	0.000050			1.47	1.000036		
2460525.210	0.471	1.000151	0.000284			1.471	1.000151		
2460525.220	0.472	0.999825	0.000474			1.472	0.999825		
2460525.230	0.473	1.000341	0.000027			1.473	1.000341		
2460525.240	0.474	1.000337	0.000070			1.474	1.000337		
2460525.250	0.475	1.000383	0.000334			1.475	1.000383		
2460525.260	0.476	1.000459	0.000100			1.476	1.000459		
2460525.270	0.477	1.000206	0.000154			1.477	1.000206		
2460525.280	0.478	1.000290	0.000004			1.478	1.000290		
2460525.290	0.479	0.999928	0.000152			1.479	0.999928		
2460525.300	0.480	1.000371	0.000351			1.48	1.000371		
2460525.310	0.481	1.000194	0.000086			1.481	1.000194		
2460525.320	0.482	1.000050	0.000262			1.482	1.000050		
2460525.330	0.483	1.000183	0.000467			1.483	1.000183		
2460525.340	0.484	1.000121	0.000470			1.484	1.000121		
2460525.350	0.485	1.000024	0.000197			1.485	1.000024		
2460525.360	0.486	1.000109	0.000252			1.486	1.000109		
2460525.370	0.487	1.000091	0.000001			1.487	1.000091		
2460525.380	0.488	1.000053	0.000306			1.488	1.000053		
2460525.390	0.489	1.000263	0.000213			1.489	1.000263		
2460525.400	0.490	1.000150	0.000262			1.49	1.000150		
2460525.410	0.491	0.999869	0.000228			1.491	0.999869		
2460525.420	0.492	1.000398	0.000452			1.492	1.000398		
2460525.430	0.493	1.000327	0.000139			1.493	1.000327		
2460525.440	0.494	1.000422	0.000357			1.494	1.000422		
2460525.450	0.495	1.000119	0.000227			1.495	1.000119		
2460525.460	0.496	1.000209	0.000022			1.496	1.000209		
2460525.470	0.497	1.000155	0.000307			1.497	1.000155		
2460525.480	0.498	0.999934	0.000329			1.498	0.999934		
2460525.490	0.499	1.000158	0.000250			1.499	1.000158		
2460525.500	0.500	1.000211	0.000474			1.5	1.000211		
2460525.510	0.501	0.999954	0.000315			1.501	0.999954		
2460525.520	0.502	1.000216	0.000343			1.502	1.000216		
2460525.530	0.503	1.000032	0.000191			1.503	1.000032		
2460525.540	0.504	1.000224	0.000140			1.504	1.000224		
2460525.550	0.505	1.000111	0.000225			1.505	1.000111		
2460525.560	0.506	1.000264	0.000147			1.506	1.000264		
2460525.570	0.507	1.000283	0.000166			1.507	1.000283		
2460525.580	0.508	1.000061	0.000402			1.508	1.000061		
2460525.590	0.509	0.999876	0.000242			1.509	0.999876		
2460525.600	0.510	0.999878	0.000122			1.51	0.999878		
2460525.610	0.511	1.000323	0.000496			1.511	1.000323		
2460525.620	0.512	1.000134	0.000436			1.512	1.000134		
2460525.630	0.513	1.000378	0.000298			1.513	1.000378		
2460525.640	0.514	1.000060	0.000159			1.514	1.000060		
2460525.650	0.515	1.000144	0.000065			1.515	1.000144		
2460525.660	0.516	1.000191	0.000081			1.516	1.000191		
2460525.670	0.517	1.000351	0.000272			1.517	1.000351		
2460525.680	0.518	1.000064	0.000348			1.518	1.000064		
2460525.690	0.519	1.000419	0.000113			1.519	1.000419		
2460525.700	0.520	1.000358	0.000040			1.52	1.000358		
2460525.710	0.521	1.000371	0.000194			1.521	1.000371		
2460525.720	0.522	0.999932	0.000252			1.522	0.999932		
2460525.730	0.523	0.999965	0.000442			1.523	0.999965		
2460525.740	0.524	1.000065	0.000492			1.524	1.000065		
2460525.750	0.525	1.000266	0.000138			1.525	1.000266		
2460525.760	0.526	1.000495	0.000042			1.526	1.000495		
2460525.770	0.527	1.000007	0.000397			1.527	1.000007		
2460525.780	0.528	1.000290	0.000472			1.528	1.000290		
2460525.790	0.529	1.000134	0.000451			1.529	1.000134		
2460525.800	0.530	0.999929	0.000149			1.53	0.999929		
2460525.810	0.531	1.000341	0.000279			1.531	1.000341		
2460525.820	0.532	1.000201	0.000074			1.532	1.000201		
2460525.830	0.533	1.000018	0.000229			1.533	1.000018		
2460525.840	0.534	1.000212	0.000360			1.534	1.000212		
2460525.850	0.535	1.000273	0.000259			1.535	1.000273		
2460525.860	0.536	1.000085	0.000405			1.536	1.000085		
2460525.870	0.537	1.000274	0.000314			1.537	1.000274		
2460525.880	0.538	1.000441	0.000191			1.538	1.000441		
2460525.890	0.539	0.999996	0.000046			1.539	0.999996		
2460525.900	0.540	0.999897	0.000187			1.54	0.999897		
2460525.910	0.541	0.999991	0.000270			1.541	0.999991		
2460525.920	0.542	1.000250	0.000207			1.542	1.000250		
2460525.930	0.543	1.000101	0.000436			1.543	1.000101		
2460525.940	0.544	1.000074	0.000457			1.544	1.000074		
2460525.950	0.545	1.000105	0.000051			1.545	1.000105		
2460525.960	0.546	1.000268	0.000161			1.546	1.000268		
2460525.970	0.547	0.999865	0.000242			1.547	0.999865		
2460525.980	0.548	0.999983	0.000229			1.548	0.999983		
2460525.990	0.549	1.000293	0.000402			1.549	1.000293		
2460526.000	0.550	1.000085	0.000247			1.55	1.000085		
2460526.010	0.551	1.000420	0.000476			1.551	1.000420		
2460526.020	0.552	1.000141	0.000069			1.552	1.000141		
2460526.030	0.553	1.000244	0.000353			1.553	1.000244		
2460526.040	0.554	1.000290	0.000434			1.554	1.000290		
2460526.050	0.555	1.000336	0.000198			1.555	1.000336		
2460526.060	0.556	1.000088	0.000148			1.556	1.000088		
2460526.070	0.557	1.000456	0.000478			1.557	1.000456		
2460526.080	0.558	1.000279	0.000074			1.558	1.000279		
2460526.090	0.559	0.999855	0.000257			1.559	0.999855		
2460526.100	0.560	1.000341	0.000203			1.56	1.000341		
2460526.110	0.561	1.000309	0.000207			1.561	1.000309		
2460526.120	0.562	1.000229	0.000468			1.562	1.000229		
2460526.130	0.563	1.000485	0.000392			1.563	1.000485		
2460526.140	0.564	1.000134	0.000248			1.564	1.000134		
2460526.150	0.565	1.000248	0.000123			1.565	1.000248		
2460526.160	0.566	1.000237	0.000496			1.566	1.000237		
2460526.170	0.567	0.999908	0.000088			1.567	0.999908		
2460526.180	0.568	1.000040	0.000198			1.568	1.000040		
2460526.190	0.569	1.000426	0.000012			1.569	1.000426		
2460526.200	0.570	0.999956	0.000489			1.57	0.999956		
2460526.210	0.571	1.000298	0.000005			1.571	1.000298		
2460526.220	0.572	1.000285	0.000403			1.572	1.000285		
2460526.230	0.573	1.000382	0.000475			1.573	1.000382		
2460526.240	0.574	1.000494	0.000044			1.574	1.000494		
2460526.250	0.575	1.000476	0.000290			1.575	1.000476		
2460526.260	0.576	1.000335	0.000310			1.576	1.000335		
2460526.270	0.577	1.000281	0.000263			1.577	1.000281		
2460526.280	0.578	1.000245	0.000124			1.578	1.000245		
2460526.290	0.579	1.000286	0.000374			1.579	1.000286		
2460526.300	0.580	1.000050	0.000162			1.58	1.000050		
2460526.310	0.581	1.000297	0.000114			1.581	1.000297		
2460526.320	0.582	1.000262	0.000084			1.582	1.000262		
2460526.330	0.583	1.000281	0.000488			1.583	1.000281		
2460526.340	0.584	0.999902	0.000013			1.584	0.999902		
2460526.350	0.585	1.000090	0.000068			1.585	1.000090		
2460526.360	0.586	1.000171	0.000431			1.586	1.000171		
2460526.370	0.587	1.000070	0.000264			1.587	1.000070		
2460526.380	0.588	1.000335	0.000374			1.588	1.000335		
2460526.390	0.589	0.999992	0.000013			1.589	0.999992		
2460526.400	0.590	1.000147	0.000202			1.59	1.000147		
2460526.410	0.591	0.999961	0.000195			1.591	0.999961		
2460526.420	0.592	1.000117	0.000363			1.592	1.000117		
2460526.430	0.593	1.000176	0.000375			1.593	1.000176		
2460526.440	0.594	1.000485	0.000213			1.594	1.000485		
2460526.450	0.595	1.000279	0.000101			1.595	1.000279		
2460526.460	0.596	1.000159	0.000153			1.596	1.000159		
2460526.470	0.597	0.999909	0.000399			1.597	0.999909		
2460526.480	0.598	1.000109	0.000124			1.598	1.000109		
2460526.490	0.599	1.000107	0.000438			1.599	1.000107		
2460526.500	0.600	1.000383	0.000495			1.6	1.000383		
2460526.510	0.601	1.000057	0.000260			1.601	1.000057		
2460526.520	0.602	1.000106	0.000372			1.602	1.000106		
2460526.530	0.603	0.999977	0.000194			1.603	0.999977		
2460526.540	0.604	0.999947	0.000283			1.604	0.999947		
2460526.550	0.605	1.000468	0.000249			1.605	1.000468		
2460526.560	0.606	1.000452	0.000248			1.606	1.000452		
2460526.570	0.607	1.000025	0.000364			1.607	1.000025		
2460526.580	0.608	1.000338	0.000051			1.608	1.000338		
2460526.590	0.609	1.000109	0.000412			1.609	1.000109		
2460526.600	0.610	1.000099	0.000320			1.61	1.000099		
2460526.610	0.611	0.999908	0.000043			1.611	0.999908		
2460526.620	0.612	1.000330	0.000119			1.612	1.000330		
2460526.630	0.613	1.000232	0.000348			1.613	1.000232		
2460526.640	0.614	1.000352	0.000352			1.614	1.000352		
2460526.650	0.615	0.999919	0.000299			1.615	0.999919		
2460526.660	0.616	1.000173	0.000155			1.616	1.000173		
2460526.670	0.617	1.000145	0.000159			1.617	1.000145		
2460526.680	0.618	1.000459	0.000456			1.618	1.000459		
2460526.690	0.619	1.000094	0.000345			1.619	1.000094		
2460526.700	0.620	1.000146	0.000209			1.62	1.000146		
2460526.710	0.621	0.999927	0.000185			1.621	0.999927		
2460526.720	0.622	0.999875	0.000264			1.622	0.999875		
2460526.730	0.623	1.000397	0.000269			1.623	1.000397		
2460526.740	0.624	1.000247	0.000122			1.624	1.000247		
2460526.750	0.625	1.000210	0.000448			1.625	1.000210		
2460526.760	0.626	1.000270	0.000362			1.626	1.000270		
2460526.770	0.627	1.000030	0.000005			1.627	1.000030		
2460526.780	0.628	0.999853	0.000475			1.628	0.999853		
2460526.790	0.629	1.000267	0.000125			1.629	1.000267		
2460526.800	0.630	1.000206	0.000201			1.63	1.000206		
2460526.810	0.631	1.000333	0.000450			1.631	1.000333		
2460526.820	0.632	1.000308	0.000355			1.632	1.000308		
